Date,Open,High,Low,Close,Adj Close,Volume
2010-06-10,19.033234,19.274923,19.018127,19.214502,9.638554,43788917
2010-06-11,19.040785,19.138973,18.904835,19.101208,9.581719,31432025
2010-06-14,19.161631,19.297583,18.995468,19.010574,9.536256,32941650
2010-06-15,19.138973,19.290030,19.040785,19.290030,9.676440,27788906
2010-06-16,19.222054,19.282476,19.123867,19.274923,9.668859,26409298
2010-06-17,19.297583,19.312689,18.972811,19.312689,9.687807,31427788
2010-06-18,19.350452,19.380665,19.055891,19.206949,9.634765,53698527
2010-06-21,19.320242,19.342899,19.146526,19.214502,9.638554,22227312
2010-06-22,19.206949,19.335346,19.101208,19.154079,9.608239,34142120
2010-06-23,19.184290,19.335346,19.146526,19.214502,9.638554,34205672
2010-06-24,19.146526,19.274923,18.882175,18.919941,9.490789,36343270
2010-06-25,18.980364,18.995468,18.640484,18.723564,9.392282,68545069
2010-06-28,18.791540,19.018127,18.768883,18.844412,9.452904,28913644
2010-06-29,18.776436,18.806646,18.330816,18.474319,9.267255,69971944
2010-06-30,18.391239,18.459215,18.209970,18.270393,9.164959,49244591
2010-07-01,18.323263,18.429003,18.126888,18.383686,9.221788,67766027
2010-07-02,18.444109,18.451662,18.202417,18.345921,9.202847,30718124
2010-07-06,18.481873,18.504532,18.270393,18.436556,9.248315,47660293
2010-07-07,18.134441,18.429003,18.036255,18.376133,9.379385,42102935
2010-07-08,18.421450,18.564955,18.277946,18.557402,9.471906,31021055
2010-07-09,18.580059,18.791540,18.542295,18.753777,9.572137,25998329
2010-07-12,18.693354,18.776436,18.587612,18.761330,9.575991,22948495
2010-07-13,18.829306,19.018127,18.814199,18.844412,9.618397,34648550
2010-07-14,18.776436,18.965258,18.723564,18.851965,9.622252,27872980
2010-07-15,18.874622,18.919941,18.693354,18.882175,9.637672,49598099
2010-07-16,18.859516,18.957705,18.617825,18.648035,9.518167,44056100
2010-07-19,18.738670,18.851965,18.693354,18.791540,9.591413,25086490
2010-07-20,18.648035,18.731117,18.504532,18.723564,9.556718,31848688
2010-07-21,18.799093,19.010574,18.678247,18.821753,9.606833,38378920
2010-07-22,19.176737,19.509064,19.154079,19.267372,9.834283,63500761
2010-07-23,19.516617,19.577040,19.222054,19.290030,9.845849,43278912
2010-07-26,19.433535,19.705439,19.388218,19.607250,10.007757,34750631
2010-07-27,19.652569,19.947130,19.652569,19.750755,10.081006,34548059
2010-07-28,19.818731,19.901814,19.652569,19.788521,10.100278,44451579
2010-07-29,19.894260,19.939577,19.569487,19.652569,10.030889,43189410
2010-07-30,19.486404,19.712992,19.478851,19.592146,10.000049,33896651
2010-08-02,20.015106,20.158609,19.894260,20.083082,10.250626,46503779
2010-08-03,20.090633,20.309668,20.075529,20.158609,10.289177,32333801
2010-08-04,20.105740,20.203926,19.932024,20.120846,10.269905,34640606
2010-08-05,20.022659,20.317221,20.022659,20.196375,10.308455,31128696
2010-08-06,20.037764,20.128399,19.811178,20.045317,10.231354,34955321
2010-08-09,20.143505,20.362537,20.083082,20.287008,10.354716,29709236
2010-08-10,20.173716,20.453173,20.135952,20.400303,10.412542,35279436
2010-08-11,20.135952,20.234138,20.022659,20.052870,10.235207,38547201
2010-08-12,19.984894,20.354984,19.939577,20.135952,10.277611,40419072
2010-08-13,20.105740,20.302114,20.045317,20.181269,10.300744,31433746
2010-08-16,20.113293,20.173716,20.000000,20.128399,10.273757,26310528
2010-08-17,20.166162,20.468279,20.166162,20.370090,10.397123,36432773
2010-08-18,20.354984,20.687311,20.279455,20.604231,10.516628,39374568
2010-08-19,20.543806,20.619335,20.241692,20.370090,10.397123,35274670
2010-08-20,20.241692,20.302114,19.886707,19.977341,10.196661,47114805
2010-08-23,20.083082,20.234138,20.000000,20.007553,10.212078,44923452
2010-08-24,19.848944,20.279455,19.788521,20.181269,10.300744,45200036
2010-08-25,20.075529,20.385197,19.969790,20.309668,10.366281,50415934
2010-08-26,20.370090,20.392750,20.120846,20.166162,10.293035,34302324
2010-08-27,20.188822,20.392750,20.098186,20.347431,10.385558,28114346
2010-08-30,20.279455,20.339878,20.113293,20.113293,10.266047,20955478
2010-08-31,20.045317,20.415407,20.015106,20.415407,10.420253,43498431
2010-09-01,20.574018,20.762840,20.468279,20.657101,10.543616,37736648
2010-09-02,20.664654,20.755287,20.543806,20.694864,10.562892,22981992
2010-09-03,20.626888,20.762840,20.438066,20.725077,10.578309,30687540
2010-09-07,20.694864,20.732628,20.498489,20.596678,10.512778,24154791
2010-09-08,20.626888,20.747734,20.574018,20.687311,10.559033,19996902
2010-09-09,20.800604,21.117825,20.785498,21.004532,10.720944,36309111
2010-09-10,21.057402,21.087612,20.868580,21.019636,10.728658,26142910
2010-09-13,21.140484,21.208460,20.996979,21.095165,10.767207,25789137
2010-09-14,21.102718,21.238670,21.057402,21.095165,10.767207,26936383
2010-09-15,21.080059,21.261330,20.981873,21.155588,10.798047,25481969
2010-09-16,21.148035,21.268883,20.996979,21.231117,10.836599,27985918
2010-09-17,21.329306,21.389729,21.148035,21.276436,10.859731,41198643
2010-09-20,21.457705,21.623867,21.314199,21.555891,11.002368,37741547
2010-09-21,21.586103,21.812689,21.382175,21.608761,11.029354,40306929
2010-09-22,21.676737,21.842899,21.570997,21.593657,11.021645,40452304
2010-09-23,21.548338,21.714502,21.487915,21.533234,10.990804,31562306
2010-09-24,21.676737,21.752266,21.525681,21.586103,11.017789,35256664
2010-09-27,21.601208,22.016617,21.540785,21.805136,11.129586,41081337
2010-09-28,21.880665,21.925982,21.654079,21.842899,11.148861,36338239
2010-09-29,21.835346,21.888218,21.608761,21.684290,11.067905,36059405
2010-09-30,21.737160,21.948641,21.578550,21.601208,11.025500,37470789
2010-10-01,21.790030,21.873112,21.646526,21.759819,11.106455,29398493
2010-10-04,21.782476,21.963745,21.676737,21.797583,11.125728,35103742
2010-10-05,21.918428,22.228098,21.888218,22.175226,11.318483,38103661
2010-10-06,21.941088,21.941088,21.329306,21.616314,11.193335,64920751
2010-10-07,21.638973,21.699396,21.163141,21.336859,11.048625,42096050
2010-10-08,21.427492,21.435045,21.042295,21.314199,11.036893,33076433
2010-10-11,21.291540,21.487915,21.291540,21.389729,11.075999,19050506
2010-10-12,21.351965,21.525681,21.246223,21.442598,11.103380,32228808
2010-10-13,21.563444,21.661631,21.457705,21.503021,11.134665,27429573
2010-10-14,21.518127,21.623867,21.412388,21.525681,11.146399,23544030
2010-10-15,21.661631,21.684290,21.299093,21.397282,11.079910,46679076
2010-10-18,21.442598,21.676737,21.442598,21.616314,11.193335,20950182
2010-10-19,21.495468,21.503021,21.148035,21.306646,11.032975,42080957
2010-10-20,21.382175,21.654079,21.374622,21.608761,11.189422,29850242
2010-10-21,21.314199,21.601208,21.216011,21.404835,11.083821,41232670
2010-10-22,21.397282,21.457705,21.253777,21.367069,11.064268,23927460
2010-10-25,21.518127,21.540785,21.344412,21.419941,11.091646,23710986
2010-10-26,21.427492,21.548338,21.344412,21.382175,11.072090,28256411
2010-10-27,21.344412,21.457705,21.208460,21.412388,11.087733,32898487
2010-10-28,21.555891,21.631420,21.457705,21.525681,11.146399,28825069
2010-10-29,21.465258,21.623867,21.427492,21.540785,11.154222,28039275
2010-11-01,21.774923,21.820242,21.623867,21.691843,11.232441,34391694
2010-11-02,21.865559,21.986404,21.842899,21.858006,11.318483,24743574
2010-11-03,21.910875,21.986404,21.722054,21.948641,11.365416,25442778
2010-11-04,22.077040,22.273415,21.978851,22.235649,11.514036,30305036
2010-11-05,22.250755,22.258308,22.001511,22.107250,11.447550,23969564
2010-11-08,21.978851,22.077040,21.910875,22.039274,11.412348,20107853
2010-11-09,22.046827,22.107250,21.948641,22.039274,11.412348,25995681
2010-11-10,21.956194,21.963745,21.684290,21.941088,11.361506,28461366
2010-11-11,21.865559,21.986404,21.714502,21.774923,11.275460,28328569
2010-11-12,21.699396,21.722054,21.291540,21.495468,11.130757,34971342
2010-11-15,21.570997,21.820242,21.503021,21.623867,11.197243,30658014
2010-11-16,21.495468,21.525681,21.170694,21.329306,11.044712,33728238
2010-11-17,21.283989,21.329306,21.095165,21.117825,10.935206,32129111
2010-11-18,21.291540,21.495468,21.291540,21.480364,11.122937,25935704
2010-11-19,21.435045,21.510574,21.231117,21.389729,11.075999,25675802
2010-11-22,21.389729,21.397282,21.185801,21.367069,11.064268,26210169
2010-11-23,21.223564,21.261330,21.080059,21.170694,10.962581,25019628
2010-11-24,21.246223,21.321753,21.208460,21.253777,11.005599,23219650
2010-11-26,21.148035,21.216011,21.072508,21.095165,10.923470,10568830
2010-11-29,21.034742,21.049849,20.762840,20.921450,10.833519,32401193
2010-11-30,20.981873,21.095165,20.793051,20.989426,10.868714,33843161
2010-12-01,21.238670,21.382175,21.170694,21.359516,11.060358,31224554
2010-12-02,21.306646,21.638973,21.306646,21.563444,11.165950,29761269
2010-12-03,21.435045,21.525681,21.306646,21.518127,11.142486,30402615
2010-12-06,21.442598,21.540785,21.344412,21.374622,11.068180,30540178
2010-12-07,21.457705,21.714502,21.397282,21.555891,11.162043,33081199
2010-12-08,21.669184,21.684290,21.487915,21.623867,11.197243,22840589
2010-12-09,21.646526,21.767372,21.601208,21.767372,11.271549,27701258
2010-12-10,21.835346,21.880665,21.714502,21.820242,11.298928,34787173
2010-12-13,21.865559,21.903322,21.722054,21.737160,11.255907,31504183
2010-12-14,21.774923,22.160122,21.759819,22.160122,11.474928,35191920
2010-12-15,22.152569,22.326284,21.895769,22.001511,11.392793,46097443
2010-12-16,22.069487,22.167673,21.993958,22.077040,11.431901,22834101
2010-12-17,22.054380,22.107250,21.827795,22.061934,11.424083,47943894
2010-12-20,22.280968,22.296074,21.888218,22.001511,11.392793,36551271
2010-12-21,22.061934,22.114803,21.941088,21.956194,11.369326,22095839
2010-12-22,21.910875,22.024170,21.895769,22.001511,11.392793,22334821
2010-12-23,22.001511,22.084593,21.948641,22.054380,11.420167,16809769
2010-12-27,22.039274,22.205439,22.016617,22.092146,11.439724,15423806
2010-12-28,22.175226,22.205439,22.061934,22.077040,11.431901,18108480
2010-12-29,22.122356,22.235649,22.061934,22.137463,11.463195,16192520
2010-12-30,22.099697,22.175226,22.061934,22.152569,11.471011,17091781
2010-12-31,22.175226,22.303625,22.122356,22.190332,11.490568,20158562
2011-01-03,22.416918,22.454683,22.288521,22.409367,11.603986,27251760
2011-01-04,22.507553,22.590633,22.394260,22.567976,11.686119,27522253
2011-01-05,22.530210,22.734138,22.333838,22.643505,11.725230,37266893
2011-01-06,22.333838,22.364048,21.676737,22.016617,11.566514,53978818
2011-01-07,21.978851,21.986404,21.646526,21.790030,11.447474,62936472
2011-01-10,21.555891,21.608761,21.246223,21.404835,11.245111,54728996
2011-01-11,21.238670,21.321753,20.929003,21.080059,11.074491,75910746
2011-01-12,21.080059,21.306646,21.027189,21.178247,11.126074,47702926
2011-01-13,21.253777,21.291540,21.049849,21.208460,11.141943,47543781
2011-01-14,21.155588,21.487915,21.080059,21.472811,11.280821,45258027
2011-01-18,21.563444,21.593657,21.344412,21.397282,11.241141,41326939
2011-01-19,21.404835,21.503021,21.336859,21.397282,11.241141,41898112
2011-01-20,21.518127,21.533234,21.261330,21.321753,11.201462,39320814
2011-01-21,21.382175,21.510574,21.321753,21.397282,11.241141,50337686
2011-01-24,21.495468,21.570997,21.382175,21.510574,11.300663,26452328
2011-01-25,21.510574,21.722054,21.450151,21.722054,11.411762,36592447
2011-01-26,21.805136,21.865559,21.661631,21.699396,11.399859,32290904
2011-01-27,21.208460,21.336859,21.004532,21.246223,11.161781,77328617
2011-01-28,21.148035,21.163141,20.702417,20.762840,10.907836,54335371
2011-01-31,20.709970,20.830816,20.543806,20.785498,10.919738,38726206
2011-02-01,21.087612,21.087612,20.876133,21.049849,11.058614,34941154
2011-02-02,21.178247,21.185801,20.815710,20.898792,10.979259,30986366
2011-02-03,20.898792,21.155588,20.830816,21.140484,11.106233,27917070
2011-02-04,21.193354,21.193354,21.019636,21.125378,11.098296,24257401
2011-02-07,21.125378,21.155588,20.929003,21.117825,11.094331,43549935
2011-02-08,21.125378,21.148035,20.974319,21.080059,11.074491,26248565
2011-02-09,20.981873,21.155588,20.868580,21.125378,11.098296,24671813
2011-02-10,21.132931,21.480364,20.996979,21.329306,11.205431,46705159
2011-02-11,21.246223,21.593657,21.216011,21.503021,11.296694,29461780
2011-02-14,21.450151,21.548338,21.306646,21.495468,11.292729,30305963
2011-02-15,21.389729,21.404835,21.148035,21.329306,11.205431,31318690
2011-02-16,21.291540,21.442598,21.216011,21.374622,11.229239,30192364
2011-02-17,21.344412,21.563444,21.261330,21.525681,11.308596,25016450
2011-02-18,21.548338,21.586103,21.412388,21.578550,11.336375,26106764
2011-02-22,21.389729,21.465258,21.185801,21.299093,11.189558,34396461
2011-02-23,21.336859,21.367069,21.163141,21.170694,11.122103,32786080
2011-02-24,21.155588,21.185801,20.853474,21.087612,11.078457,37251534
2011-02-25,20.989426,21.283989,20.974319,21.246223,11.161781,21257085
2011-02-28,21.336859,21.450151,21.268883,21.435045,11.260983,28047616
2011-03-01,21.487915,21.548338,21.178247,21.208460,11.141943,29408820
2011-03-02,21.208460,21.540785,21.170694,21.276436,11.177653,35584618
2011-03-03,21.397282,21.442598,21.178247,21.246223,11.161781,28930459
2011-03-04,21.314199,21.412388,20.989426,21.087612,11.078457,35097784
2011-03-07,21.110271,21.223564,20.944109,21.072508,11.070523,31607455
2011-03-08,21.253777,21.601208,21.223564,21.487915,11.288761,39843662
2011-03-09,21.525681,21.820242,21.427492,21.744713,11.423664,38104323
2011-03-10,21.684290,21.759819,21.548338,21.608761,11.352246,45656551
2011-03-11,21.518127,21.691843,21.329306,21.495468,11.292729,28960779
2011-03-14,21.389729,21.465258,21.110271,21.291540,11.185590,33465424
2011-03-15,20.913897,21.102718,20.777946,21.004532,11.034807,50984724
2011-03-16,20.936556,20.951662,20.596678,20.641994,10.844348,49162768
2011-03-17,20.898792,21.080059,20.815710,20.951662,11.007034,34519725
2011-03-18,21.110271,21.185801,20.951662,21.102718,11.086391,35114863
2011-03-21,21.729607,21.978851,21.216011,21.344412,11.213364,82085087
2011-03-22,21.359516,21.374622,21.148035,21.223564,11.149881,38217128
2011-03-23,21.170694,21.314199,21.110271,21.253777,11.165750,28914704
2011-03-24,21.525681,21.729607,21.457705,21.555891,11.324466,43139627
2011-03-25,21.638973,21.827795,21.616314,21.790030,11.447474,31312070
2011-03-28,21.918428,22.379154,21.827795,22.175226,11.649837,66838962
2011-03-29,22.145016,22.719032,22.129910,22.696375,11.923626,55647455
2011-03-30,22.741692,23.391239,22.719032,23.194864,12.185512,69942021
2011-03-31,23.134441,23.300604,23.043806,23.119335,12.145828,154437848
2011-04-01,23.315710,23.361027,22.930513,23.126888,12.149794,161523234
2011-04-04,23.217524,23.293051,23.141994,23.240181,12.209316,49849262
2011-04-05,23.164654,23.413897,23.126888,23.187311,12.181544,38599102
2011-04-06,22.900303,23.074018,22.832327,23.013596,12.262030,33295025
2011-04-07,23.021149,23.089125,22.651056,23.066465,12.290198,39700272
2011-04-08,23.096678,23.202417,23.028702,23.194864,12.358613,34604991
2011-04-11,23.225077,23.293051,23.141994,23.157101,12.338488,30168002
2011-04-12,22.990936,23.089125,22.938066,23.013596,12.262030,29039160
2011-04-13,23.043806,23.074018,22.749245,22.794561,12.145327,28050264
2011-04-14,22.719032,22.983383,22.666162,22.877644,12.189590,25714993
2011-04-15,23.066465,23.172205,22.892750,23.149548,12.334461,30026996
2011-04-18,22.975830,23.021149,22.824774,22.892750,12.197639,28447596
2011-04-19,22.892750,22.990936,22.794561,22.892750,12.197639,31453606
2011-04-20,22.787008,23.036255,22.590633,22.756798,12.125198,41339517
2011-04-21,22.870090,23.225077,22.824774,23.172205,12.346532,33859976
2011-04-25,23.164654,23.209970,22.983383,23.074018,12.294216,17548958
2011-04-26,23.172205,23.406343,23.157101,23.368580,12.451173,27804530
2011-04-27,23.383686,23.791540,23.345921,23.731117,12.644336,37685806
2011-04-28,23.746223,24.033234,23.632931,23.693354,12.624213,31843127
2011-04-29,23.700907,24.018127,23.466766,23.504532,12.523606,33815622
2011-05-02,23.867069,23.957705,23.527189,23.572508,12.559824,36507049
2011-05-03,23.806646,24.123867,23.610271,24.063444,12.821405,61224673
2011-05-04,23.942598,24.101208,23.882175,24.010574,12.793240,34708263
2011-05-05,23.957705,24.108761,23.436556,23.580059,12.563848,41676475
2011-05-06,23.836859,23.927492,23.512085,23.610271,12.579949,32335125
2011-05-09,23.564955,23.731117,23.459215,23.678247,12.616163,20358221
2011-05-10,23.761330,23.972811,23.708460,23.935045,12.752992,22636163
2011-05-11,23.882175,23.972811,23.587612,23.700907,12.628242,26783593
2011-05-12,23.738670,24.010574,23.663141,23.897282,12.732868,29171427
2011-05-13,23.882175,23.912388,23.527189,23.723564,12.640308,23454925
2011-05-16,23.655588,23.708460,23.421450,23.459215,12.499460,42626710
2011-05-17,23.429003,23.617825,23.338369,23.504532,12.523606,27778844
2011-05-18,23.534742,23.602718,23.353474,23.564955,12.555799,23507488
2011-05-19,23.625378,23.761330,23.519636,23.716011,12.636289,19483984
2011-05-20,23.678247,23.995468,23.557402,23.655588,12.604091,22301191
2011-05-23,23.413897,23.534742,23.368580,23.474319,12.507511,23978170
2011-05-24,23.474319,23.640484,23.436556,23.534742,12.539701,22956571
2011-05-25,23.361027,23.587612,23.353474,23.413897,12.475313,24066348
2011-05-26,23.398792,23.610271,23.368580,23.496979,12.519585,26718188
2011-05-27,23.580059,23.678247,23.406343,23.632931,12.592016,22837014
2011-05-31,23.776436,23.904835,23.655588,23.836859,12.700676,31365428
2011-06-01,23.738670,23.851965,23.496979,23.542295,12.543723,29328056
2011-06-02,23.542295,23.595165,23.255287,23.391239,12.463244,23083146
2011-06-03,23.111782,23.315710,23.051359,23.149548,12.334461,28872600
2011-06-06,23.074018,23.111782,22.922960,22.930513,12.217757,23787249
2011-06-07,23.006042,23.119335,22.892750,22.892750,12.197639,21177115
2011-06-08,22.817221,23.058912,22.741692,22.915407,12.209713,27651078
2011-06-09,22.892750,23.066465,22.817221,22.907854,12.205683,22113845
2011-06-10,22.862537,23.074018,22.817221,22.915407,12.209713,31355762
2011-06-13,22.870090,23.293051,22.847431,23.074018,12.294216,30908515
2011-06-14,23.217524,23.361027,23.149548,23.255287,12.390802,26567384
2011-06-15,23.134441,23.209970,22.824774,22.922960,12.213735,32109118
2011-06-16,22.832327,23.006042,22.787008,22.983383,12.245931,25047564
2011-06-17,23.149548,23.376133,23.119335,23.240181,12.382755,36906632
2011-06-20,23.157101,23.504532,23.126888,23.383686,12.459216,23149081
2011-06-21,23.512085,23.670694,23.391239,23.496979,12.519585,47697762
2011-06-22,23.421450,23.534742,23.323263,23.323263,12.427023,23608774
2011-06-23,23.126888,23.217524,22.877644,23.202417,12.362638,32439589
2011-06-24,23.240181,23.255287,22.990936,22.990936,12.249957,26714348
2011-06-27,23.149548,23.368580,23.036255,23.232628,12.378736,24829502
2011-06-28,23.323263,23.444109,23.232628,23.429003,12.483364,22791468
2011-06-29,23.534742,23.700907,23.481873,23.610271,12.579949,26446238
2011-06-30,23.708460,23.791540,23.648035,23.723564,12.640308,53799548
2011-07-01,23.731117,23.965258,23.700907,23.927492,12.748967,26518926
2011-07-05,23.972811,24.003021,23.836859,23.889729,12.728848,27652534
2011-07-06,23.678247,23.708460,23.496979,23.587612,12.741085,23921502
2011-07-07,23.602718,23.648035,23.466766,23.587612,12.741085,29117805
2011-07-08,23.451662,23.632931,23.429003,23.519636,12.704366,24681743
2011-07-11,23.345921,23.391239,23.187311,23.262840,12.565656,25590404
2011-07-12,23.179758,23.519636,23.179758,23.240181,12.553417,28536834
2011-07-13,23.308157,23.481873,23.202417,23.277946,12.573818,20852603
2011-07-14,23.300604,23.361027,23.066465,23.096678,12.475904,28750660
2011-07-15,23.187311,23.187311,22.809668,22.892750,12.365749,43644733
